"ID"	"Noun"	"Region"	"Condition"	"predictability_weight"	"deletion_rate"	"Surprisal"	"ThatFraction"
"1"	4228692	"admission"	"V2_0"	"plur"	0	0.4	5.91647338867188	0
"2"	4228692	"admission"	"V2_0"	"sing"	0	0.4	9.84190940856934	0.583333333333333
"3"	4228692	"assessment"	"V2_0"	"plur"	0	0.4	6.4664945602417	0
"4"	4228692	"assessment"	"V2_0"	"sing"	0	0.4	7.13933706283569	0.420138888888889
"5"	4228692	"complaint"	"V2_0"	"plur"	0	0.4	7.70672130584717	0
"6"	4228692	"complaint"	"V2_0"	"sing"	0	0.4	8.07968044281006	0.75
"7"	4228692	"declaration"	"V2_0"	"plur"	0	0.4	6.24394035339355	0
"8"	4228692	"declaration"	"V2_0"	"sing"	0	0.4	7.56109809875488	0.583333333333333
"9"	4228692	"report"	"V2_0"	"plur"	0	0.4	5.53895473480225	0
"10"	4228692	"report"	"V2_0"	"sing"	0	0.4	9.5027027130127	0.423611111111111
"11"	4228692	"story"	"V2_0"	"plur"	0	0.4	5.97747325897217	0
"12"	4228692	"story"	"V2_0"	"sing"	0	0.4	9.04601287841797	0.5
"13"	4228692	"truth"	"V2_0"	"plur"	0	0.4	6.13899755477905	0
"14"	4228692	"truth"	"V2_0"	"sing"	0	0.4	7.80055999755859	0.583333333333333
"15"	29651917	"accusation"	"V2_0"	"plur"	0	0.6	11.6176376342773	0
"16"	29651917	"accusation"	"V2_0"	"sing"	0	0.6	11.8531093597412	0.302083333333333
"17"	29651917	"admission"	"V2_0"	"plur"	0	0.6	10.5275344848633	0
"18"	29651917	"admission"	"V2_0"	"sing"	0	0.6	11.3618202209473	0.00347222222222222
"19"	29651917	"allegation"	"V2_0"	"plur"	0	0.6	10.7427139282227	0
"20"	29651917	"allegation"	"V2_0"	"sing"	0	0.6	12.0667495727539	0.364583333333333
"21"	29651917	"announcement"	"V2_0"	"plur"	0	0.6	10.5660018920898	0
"22"	29651917	"announcement"	"V2_0"	"sing"	0	0.6	13.1660594940186	0.121527777777778
"23"	29651917	"assertion"	"V2_0"	"plur"	0	0.6	10.9453382492065	0
"24"	29651917	"assertion"	"V2_0"	"sing"	0	0.6	11.3190517425537	0.663194444444444
"25"	29651917	"assessment"	"V2_0"	"plur"	0	0.6	10.1722431182861	0
"26"	29651917	"assessment"	"V2_0"	"sing"	0	0.6	11.0248670578003	0.166666666666667
"27"	29651917	"assumption"	"V2_0"	"plur"	0	0.6	10.2501945495605	0
"28"	29651917	"assumption"	"V2_0"	"sing"	0	0.6	11.9040145874023	0.336805555555556
"29"	29651917	"assurance"	"V2_0"	"plur"	0	0.6	11.0624828338623	0
"30"	29651917	"assurance"	"V2_0"	"sing"	0	0.6	11.1304397583008	0.263888888888889
"31"	29651917	"belief"	"V2_0"	"plur"	0	0.6	11.3504981994629	0
"32"	29651917	"belief"	"V2_0"	"sing"	0	0.6	10.9523868560791	0.319444444444444
"33"	29651917	"claim"	"V2_0"	"plur"	0	0.6	12.4555206298828	0
"34"	29651917	"claim"	"V2_0"	"sing"	0	0.6	12.4997100830078	0.291666666666667
"35"	29651917	"complaint"	"V2_0"	"plur"	0	0.6	12.1390533447266	0
"36"	29651917	"complaint"	"V2_0"	"sing"	0	0.6	12.5375356674194	0.0277777777777778
"37"	29651917	"concern"	"V2_0"	"plur"	0	0.6	11.2432203292847	0
"38"	29651917	"concern"	"V2_0"	"sing"	0	0.6	12.7018871307373	0.0416666666666667
"39"	29651917	"conclusion"	"V2_0"	"plur"	0	0.6	10.3911981582642	0
"40"	29651917	"conclusion"	"V2_0"	"sing"	0	0.6	12.056661605835	0.114583333333333
"41"	29651917	"conjecture"	"V2_0"	"plur"	0	0.6	10.9213895797729	0
"42"	29651917	"conjecture"	"V2_0"	"sing"	0	0.6	11.517539024353	0.25
"43"	29651917	"conviction"	"V2_0"	"plur"	0	0.6	11.0515699386597	0
"44"	29651917	"conviction"	"V2_0"	"sing"	0	0.6	12.6100749969482	0.225694444444444
"45"	29651917	"declaration"	"V2_0"	"plur"	0	0.6	10.4681777954102	0
"46"	29651917	"declaration"	"V2_0"	"sing"	0	0.6	12.7455673217773	0.260416666666667
"47"	29651917	"disclosure"	"V2_0"	"plur"	0	0.6	12.1152935028076	0
"48"	29651917	"disclosure"	"V2_0"	"sing"	0	0.6	12.2289762496948	0.0138888888888889
"49"	29651917	"evidence"	"V2_0"	"plur"	0	0.6	12.0718030929565	0
"50"	29651917	"evidence"	"V2_0"	"sing"	0	0.6	12.9582366943359	0.0763888888888889
"51"	29651917	"fact"	"V2_0"	"plur"	0	0.6	10.9039421081543	0
"52"	29651917	"fact"	"V2_0"	"sing"	0	0.6	12.393367767334	0.46875
"53"	29651917	"feeling"	"V2_0"	"plur"	0	0.6	9.62774658203125	0
"54"	29651917	"feeling"	"V2_0"	"sing"	0	0.6	11.11110496521	0.361111111111111
"55"	29651917	"finding"	"V2_0"	"plur"	0	0.6	10.4705591201782	0
"56"	29651917	"finding"	"V2_0"	"sing"	0	0.6	12.2687330245972	0.107638888888889
"57"	29651917	"idea"	"V2_0"	"plur"	0	0.6	9.60492897033691	0
"58"	29651917	"idea"	"V2_0"	"sing"	0	0.6	12.4817657470703	0.229166666666667
"59"	29651917	"impression"	"V2_0"	"plur"	0	0.6	9.7425479888916	0
"60"	29651917	"impression"	"V2_0"	"sing"	0	0.6	11.4799375534058	0.368055555555556
"61"	29651917	"indication"	"V2_0"	"plur"	0	0.6	10.9732341766357	0
"62"	29651917	"indication"	"V2_0"	"sing"	0	0.6	11.0600080490112	0.215277777777778
"63"	29651917	"message"	"V2_0"	"plur"	0	0.6	10.5278587341309	0
"64"	29651917	"message"	"V2_0"	"sing"	0	0.6	10.9718246459961	0.142361111111111
"65"	29651917	"myth"	"V2_0"	"plur"	0	0.6	10.8016729354858	0
"66"	29651917	"myth"	"V2_0"	"sing"	0	0.6	12.7132930755615	0.138888888888889
"67"	29651917	"notion"	"V2_0"	"plur"	0	0.6	8.92001628875732	0
"68"	29651917	"notion"	"V2_0"	"sing"	0	0.6	10.8038558959961	0.170138888888889
"69"	29651917	"observation"	"V2_0"	"plur"	0	0.6	10.4253311157227	0
"70"	29651917	"observation"	"V2_0"	"sing"	0	0.6	12.4441175460815	0.260416666666667
"71"	29651917	"opinion"	"V2_0"	"plur"	0	0.6	10.1891479492188	0
"72"	29651917	"opinion"	"V2_0"	"sing"	0	0.6	11.842791557312	0.211805555555556
"73"	29651917	"perception"	"V2_0"	"plur"	0	0.6	9.96107578277588	0
"74"	29651917	"perception"	"V2_0"	"sing"	0	0.6	12.0533046722412	0.149305555555556
"75"	29651917	"prediction"	"V2_0"	"plur"	0	0.6	11.11012840271	0
"76"	29651917	"prediction"	"V2_0"	"sing"	0	0.6	12.1484680175781	0.0798611111111111
"77"	29651917	"proof"	"V2_0"	"plur"	0	0.6	10.7779235839844	0
"78"	29651917	"proof"	"V2_0"	"sing"	0	0.6	11.6276950836182	0.256944444444444
"79"	29651917	"recognition"	"V2_0"	"plur"	0	0.6	11.0064907073975	0
"80"	29651917	"recognition"	"V2_0"	"sing"	0	0.6	13.1463317871094	0.173611111111111
"81"	29651917	"remark"	"V2_0"	"plur"	0	0.6	11.2882785797119	0
"82"	29651917	"remark"	"V2_0"	"sing"	0	0.6	11.9019184112549	0.354166666666667
"83"	29651917	"reminder"	"V2_0"	"plur"	0	0.6	9.9137134552002	0
"84"	29651917	"reminder"	"V2_0"	"sing"	0	0.6	11.5162868499756	0.229166666666667
"85"	29651917	"report"	"V2_0"	"plur"	0	0.6	11.5361232757568	0
"86"	29651917	"report"	"V2_0"	"sing"	0	0.6	12.519549369812	0.0868055555555556
"87"	29651917	"revelation"	"V2_0"	"plur"	0	0.6	11.0938167572021	0
"88"	29651917	"revelation"	"V2_0"	"sing"	0	0.6	12.3994674682617	0.190972222222222
"89"	29651917	"rumor"	"V2_0"	"plur"	0	0.6	11.0469131469727	0
"90"	29651917	"rumor"	"V2_0"	"sing"	0	0.6	11.5286865234375	0.392361111111111
"91"	29651917	"sense"	"V2_0"	"plur"	0	0.6	11.8197040557861	0
"92"	29651917	"sense"	"V2_0"	"sing"	0	0.6	12.2590942382812	0.0347222222222222
"93"	29651917	"speculation"	"V2_0"	"plur"	0	0.6	11.8477964401245	0
"94"	29651917	"speculation"	"V2_0"	"sing"	0	0.6	12.59299659729	0.413194444444444
"95"	29651917	"statement"	"V2_0"	"plur"	0	0.6	10.3596668243408	0
"96"	29651917	"statement"	"V2_0"	"sing"	0	0.6	11.3646335601807	0.1875
"97"	29651917	"story"	"V2_0"	"plur"	0	0.6	10.7106971740723	0
"98"	29651917	"story"	"V2_0"	"sing"	0	0.6	13.2576246261597	0.0243055555555556
"99"	29651917	"suggestion"	"V2_0"	"plur"	0	0.6	11.20387840271	0
"100"	29651917	"suggestion"	"V2_0"	"sing"	0	0.6	12.0815839767456	0.253472222222222
"101"	29651917	"suspicion"	"V2_0"	"plur"	0	0.6	11.0178098678589	0
"102"	29651917	"suspicion"	"V2_0"	"sing"	0	0.6	12.9139890670776	0.208333333333333
"103"	29651917	"thought"	"V2_0"	"plur"	0	0.6	9.85297393798828	0
"104"	29651917	"thought"	"V2_0"	"sing"	0	0.6	12.9232320785522	0.451388888888889
"105"	29651917	"truth"	"V2_0"	"plur"	0	0.6	10.846381187439	0
"106"	29651917	"truth"	"V2_0"	"sing"	0	0.6	13.0032043457031	0.0902777777777778
"107"	29651917	"understanding"	"V2_0"	"plur"	0	0.6	11.4961576461792	0
"108"	29651917	"understanding"	"V2_0"	"sing"	0	0.6	10.6490335464478	0.201388888888889
"109"	29651917	"view"	"V2_0"	"plur"	0	0.6	11.0284185409546	0
"110"	29651917	"view"	"V2_0"	"sing"	0	0.6	11.1401977539062	0.215277777777778
"111"	39279224	"admission"	"V2_0"	"plur"	0	0.2	3.82113265991211	0
