Noun	Region	Condition	Surprisal	SurprisalReweighted	ThatFraction	ThatFractionReweighted	Script	ID	predictability_weight	deletion_rate	autoencoder	lm
speculation	V1_0	SC_compatible	11.281529129415318	9.473521294801131	0.4944142586943032	0.5239682668361111	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
speculation	V1_0	NoSC_incompatible	10.67724187132241	8.537749712018	NA	NA	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
speculation	V1_0	SC_incompatible	11.429438763770504	9.63279051711594	0.5110205381676771	0.5444372313610022	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
speculation	V1_0	SCRC_compatible	11.058687811312469	9.451951448468195	0.5016103106132452	0.5184046548345814	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
speculation	V1_0	SCRC_incompatible	11.206568386243736	9.543341512265412	0.4868156249108522	0.5000540946704753	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
notion	V1_0	SC_compatible	11.396770097207332	9.501951376597086	0.5622987198656884	0.6040902470332988	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
notion	V1_0	NoSC_incompatible	11.218833805858225	9.223823554273965	NA	NA	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
notion	V1_0	SC_incompatible	11.446779797042625	9.550087908039922	0.5638587021309397	0.6065432006034298	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
notion	V1_0	SCRC_compatible	11.277142524719238	9.426855384439662	0.5655193289984828	0.5908176885998767	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
notion	V1_0	SCRC_incompatible	11.224292354307313	9.342036261074785	0.5553542725417925	0.5932085410408352	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
contention	V1_0	SC_compatible	11.346996798031572	9.490197727645652	0.6095008107199185	0.6159473458925883	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
contention	V1_0	NoSC_incompatible	10.400153740592625	8.5485248911208	NA	NA	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
contention	V1_0	SC_incompatible	11.49356164102969	9.539191622664964	0.6120672364165818	0.6283686610235684	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
contention	V1_0	SCRC_compatible	11.114536561827729	9.404347564863121	0.5902274600837542	0.5831732862237571	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
contention	V1_0	SCRC_incompatible	11.200268026711285	9.411787129830623	0.5976751256680143	0.6029865357322969	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
announcement	V1_0	SC_compatible	11.430251556894053	9.47642763801243	0.5289351912080378	0.5424283609010171	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
announcement	V1_0	NoSC_incompatible	9.912213332411172	8.064227777978648	NA	NA	script__QC_3_W_GPT2M_UNIFORM	174478624	0.0	0.5	647336050	935649231
