"ID"	"Noun"	"Region"	"Condition"	"predictability_weight"	"deletion_rate"	"Surprisal"	"ThatFraction"
"1"	11536597	"accusation"	"V2_0"	"plur"	0	0.6	6.15086936950684	0.135416666666667
"2"	11536597	"accusation"	"V2_0"	"sing"	0	0.6	9.20246505737305	0.0520833333333333
"3"	11536597	"admission"	"V2_0"	"plur"	0	0.6	6.60337400436401	0.00694444444444444
"4"	11536597	"admission"	"V2_0"	"sing"	0	0.6	8.45421409606934	0.00694444444444444
"5"	11536597	"allegation"	"V2_0"	"plur"	0	0.6	6.79419803619385	0.194444444444444
"6"	11536597	"allegation"	"V2_0"	"sing"	0	0.6	9.2033576965332	0.0763888888888889
"7"	11536597	"announcement"	"V2_0"	"plur"	0	0.6	7.91377544403076	0.0208333333333333
"8"	11536597	"announcement"	"V2_0"	"sing"	0	0.6	9.74285125732422	0.0243055555555556
"9"	11536597	"assertion"	"V2_0"	"plur"	0	0.6	6.39641332626343	0.284722222222222
"10"	11536597	"assertion"	"V2_0"	"sing"	0	0.6	8.72373485565186	0.135416666666667
"11"	11536597	"assessment"	"V2_0"	"plur"	0	0.6	6.3904390335083	0.00347222222222222
"12"	11536597	"assessment"	"V2_0"	"sing"	0	0.6	9.32742691040039	0.00347222222222222
"13"	11536597	"assumption"	"V2_0"	"plur"	0	0.6	6.07299327850342	0.395833333333333
"14"	11536597	"assumption"	"V2_0"	"sing"	0	0.6	8.54231834411621	0.333333333333333
"15"	11536597	"assurance"	"V2_0"	"plur"	0	0.6	6.1291937828064	0.340277777777778
"16"	11536597	"assurance"	"V2_0"	"sing"	0	0.6	8.8775463104248	0.170138888888889
"17"	11536597	"belief"	"V2_0"	"plur"	0	0.6	5.43080425262451	0.347222222222222
"18"	11536597	"belief"	"V2_0"	"sing"	0	0.6	8.22665214538574	0.34375
"19"	11536597	"certainty"	"V2_0"	"plur"	0	0.6	6.41870975494385	0.222222222222222
"20"	11536597	"certainty"	"V2_0"	"sing"	0	0.6	9.03506469726562	0.0763888888888889
"21"	11536597	"claim"	"V2_0"	"plur"	0	0.6	6.4070930480957	0.243055555555556
"22"	11536597	"claim"	"V2_0"	"sing"	0	0.6	9.40390205383301	0.0798611111111111
"23"	11536597	"complaint"	"V2_0"	"plur"	0	0.6	7.56851530075073	0.0555555555555556
